,BillNo,Date,Time,Description,Item,Quantity,Rate,Amount
4668,169051,7/1/2014,19:26:12,LAYS 10/   ,SNACKS,1.0,10.0,10.0
4669,169052,7/1/2014,19:27:37,CADBURY ECLAIRS,CHOCOLATE,1.0,1.0,1.0
4670,169052,7/1/2014,19:27:37,NESTLE CHOTU MUNCH,CHOCOLATE,2.0,2.0,4.0
4671,169052,7/1/2014,19:27:37,HALDIRAM`S 8,SNACKS,1.0,10.0,10.0
4672,169052,7/1/2014,19:27:37,OREO BISCUITS,BISCUITS,1.0,10.0,10.0
4673,169053,7/1/2014,19:29:02,MAGGI MASALA,NOODLES,5.0,10.0,50.0
4674,169053,7/1/2014,19:29:02,NESTLE 20 /,CHOCOLATE,1.0,20.0,20.0
4675,169053,7/1/2014,19:29:02,BAMBINO VARMICELLI,COOKING ITEMS,1.0,29.0,29.0
4676,169053,7/1/2014,19:29:02,TOOR DALL 1KG (NO-1),PULSES,1.0,84.0,84.0
4677,169053,7/1/2014,19:29:02,COFFY BITE 5,CHOCOLATE,1.0,75.0,75.0
4678,169053,7/1/2014,19:29:02,HERITAGE CUR,MILK PRODUCTS,2.0,38.0,76.0
4679,169054,7/1/2014,19:30:01,SENSODYNE 40,DENTAL CARE,1.0,50.0,50.0
4680,169055,7/1/2014,19:31:48,NESTLE MUNCH,CHOCOLATE,4.0,5.0,20.0
4681,169055,7/1/2014,19:31:48,LIMCA 600ML ,BEVERAGES,1.0,35.0,35.0
4682,169055,7/1/2014,19:31:48,SURF EXCEL BLUE,DETERGENT,1.0,68.0,68.0
4683,169056,7/1/2014,19:34:57,HALDIRAM`S MASALA KAJU,SNACKS,1.0,40.0,40.0
4684,169057,7/1/2014,19:35:05,MILK 500ML  ,MILK,1.0,19.0,19.0
4685,169057,7/1/2014,19:35:05,DABUR HONEY SQUEZEE,HONEY,1.0,48.0,48.0
4686,169060,7/1/2014,19:40:38,BADAM 500G  ,DRY FRUITS,1.0,370.0,370.0
4687,169063,7/1/2014,19:50:00,NESTLE CHOTU MUNCH,CHOCOLATE,1.0,2.0,2.0
4688,169063,7/1/2014,19:50:00,KURNOOL RICE,RICE,1.0,230.0,230.0
4689,169063,7/1/2014,19:50:00,BOOST 200G  ,ENERGY DRINKS,1.0,85.0,85.0
4690,169064,7/1/2014,19:52:25,DALCHANI 20G,SPICES,1.0,6.0,6.0
4691,169065,7/1/2014,19:53:24,NESTLE CHOTU MUNCH,CHOCOLATE,1.0,2.0,2.0
4692,169065,7/1/2014,19:53:24,APSARA NOND,STATIONARY,1.0,3.0,3.0
4693,169065,7/1/2014,19:53:24,TIC TAC MINT,CHOCOLATE,1.0,10.0,10.0
4694,169065,7/1/2014,19:53:24,FEVI STICK  ,STATIONARY,1.0,35.0,35.0
4695,169065,7/1/2014,19:53:24,BALL PEN    ,STATIONARY,1.0,40.0,40.0
4696,169066,7/1/2014,19:55:33,ONIONS      ,ONIONS,1.5,25.0,37.5
4697,169067,7/1/2014,19:56:08,DAIRY MILK  SHOTS,CHOCOLATE,2.0,2.0,4.0
4698,169067,7/1/2014,19:56:08,CADBURY DAIRY MILK,CHOCOLATE,1.0,35.0,35.0
4699,169068,7/1/2014,19:56:24,CADBURY DAIRY MILK,CHOCOLATE,2.0,10.0,20.0
4700,169069,7/1/2014,19:57:27,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
4701,169070,7/1/2014,19:59:11,ODOMOS MOSQUITO REPELLENT CR,INSECT REPELLENT,1.0,25.0,25.0
4702,169071,7/1/2014,20:02:24,CADBURY ECLAIRS,CHOCOLATE,1.0,1.0,1.0
4703,169071,7/1/2014,20:02:24,ONIONS      ,ONIONS,0.5,25.0,12.5
4704,169071,7/1/2014,20:02:24,EGG         ,EGG,8.0,4.5,36.0
4705,169072,7/1/2014,20:02:39,MILK 500ML  ,MILK,1.0,19.0,19.0
4706,169073,7/1/2014,20:03:03,K SANAGALU 2,PULSES,1.0,20.0,20.0
4707,169073,7/1/2014,20:03:03,EVEREST CHOLE MASALA,MASALA,1.0,26.0,26.0
4708,169074,7/1/2014,20:03:41,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
4709,169074,7/1/2014,20:03:41,B RAVA 500GM,RAVA,1.0,19.0,19.0
4710,169074,7/1/2014,20:03:41,KAMAL SALTED MURMURA,SNACKS,1.0,22.0,22.0
4711,169074,7/1/2014,20:03:41,GROUND NUT 5,PULSES,1.0,53.0,53.0
4712,169075,7/1/2014,20:04:41,VIJAYA GROUND NUT OIL,COOKING OIL,1.0,95.0,95.0
4713,169075,7/1/2014,20:04:41,BRITANNIA BOURBON,BISCUITS,3.0,12.0,36.0
4714,169075,7/1/2014,20:04:41,GOOD DAY JAM TREAT,BISCUITS,1.0,15.0,15.0
4715,169075,7/1/2014,20:04:41,GOOD DAY CHOCO-NUT,BISCUITS,1.0,35.0,35.0
4716,169076,7/1/2014,20:05:07,KELLOGG`S CORN FLAKES,CEREAL,1.0,115.0,115.0
4717,169077,7/1/2014,20:05:49,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
4718,169078,7/1/2014,20:06:46,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
4719,169078,7/1/2014,20:06:46,KELLOGG*S SP,CEREAL,1.0,57.0,57.0
4720,169078,7/1/2014,20:06:46,QUAKER OATMEAL,CEREAL,1.0,37.0,37.0
4721,169079,7/1/2014,20:07:56,CADBURY PERK POPPERS,CHOCOLATE,7.0,5.0,35.0
4722,169080,7/1/2014,20:08:02,VICCO VAJRADANTHI TPASTE,DENTAL CARE,1.0,39.0,39.0
4723,169081,7/1/2014,20:09:14,KINLEY SODA 1.5 LTR,BEVERAGES,1.0,25.0,25.0
4724,169082,7/1/2014,20:10:58,VIM DROP LIQUID,DISH CLEANER,1.0,53.0,53.0
4725,169083,7/1/2014,20:11:24,HALDIRAM`S RAJBHOG,SNACKS,1.0,88.0,88.0
4726,169084,7/1/2014,20:14:36,MILK 500ML  ,MILK,1.0,19.0,19.0
4727,169084,7/1/2014,20:14:36,SILVER PLATES  10 SIZE  ,PLASTIC,1.0,20.0,20.0
4728,169085,7/1/2014,20:18:45,EGG         ,EGG,12.0,4.5,54.0
4729,169085,7/1/2014,20:18:45,BRITANNIA BOURBON,BISCUITS,1.0,20.0,20.0
4730,169085,7/1/2014,20:18:45,KAMAL CAKE 1,BAKERY ITEMS,1.0,30.0,30.0
4731,169085,7/1/2014,20:18:45,LAYS 20/   ,SNACKS,1.0,20.0,20.0
4732,169086,7/1/2014,20:24:44,KARACHI BISC,BISCUITS,1.0,140.0,140.0
4733,169086,7/1/2014,20:24:44,KARACHI BISC,BISCUITS,1.0,120.0,120.0
4734,169087,7/1/2014,20:28:23,CARRY BAG   ,CARRY BAG,1.0,2.0,2.0
4735,169087,7/1/2014,20:28:23,JOHNSON BAND-AID,HEALTH CARE,20.0,2.5,50.0
4736,169087,7/1/2014,20:28:23,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
4737,169087,7/1/2014,20:28:23,AMUL CHEES 10 SLICES,MILK PRODUCTS,1.0,102.0,102.0
4738,169087,7/1/2014,20:28:23,AMUL PANEER ,MILK PRODUCTS,1.0,55.0,55.0
4739,169087,7/1/2014,20:28:23,MILK 500ML  ,MILK,1.0,19.0,19.0
4740,169088,7/1/2014,20:36:21,CADBURY ECLAIRS,CHOCOLATE,1.0,1.0,1.0
4741,169089,8/1/2014,21:08:41,MILK 500ML  ,MILK,1.0,19.0,19.0
4742,169089,8/1/2014,21:08:41,APPY 200ML  ,BEVERAGES,1.0,12.0,12.0
4743,169089,8/1/2014,21:08:41,AMUL BUTTER 12P SMALL,MILK PRODUCTS,1.0,34.0,34.0
4744,169089,8/1/2014,21:08:41,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
4745,169089,8/1/2014,21:08:41,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
4746,169090,8/1/2014,21:08:54,KURNOOL RICE,RICE,1.0,46.0,46.0
4747,169090,8/1/2014,21:08:54,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
4748,169091,8/1/2014,21:09:13,THUMS UP 1.2 LTR,BEVERAGES,1.0,50.0,50.0
4749,169092,8/1/2014,9:01:55,ENO 5G      ,SPICES,2.0,6.0,12.0
4750,169092,8/1/2014,9:01:55,BRITANNIA SA,BISCUITS,1.0,26.0,26.0
4751,169093,8/1/2014,9:02:14,MILK 500ML  ,MILK,2.0,19.0,38.0
4752,169094,8/1/2014,9:03:14,MILK 500ML  ,MILK,1.0,19.0,19.0
4753,169094,8/1/2014,9:03:14,SAKTHI GHEE ,MILK PRODUCTS,1.0,88.0,88.0
4754,169095,8/1/2014,9:03:52,TIDE 1KG    ,DETERGENT,1.0,39.0,39.0
4755,169096,8/1/2014,9:08:04,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
4756,169096,8/1/2014,9:08:04,MILK 500ML  ,MILK,1.0,19.0,19.0
4757,169096,8/1/2014,9:08:04,AMUL BUTTER 12P SMALL,MILK PRODUCTS,1.0,34.0,34.0
4758,169096,8/1/2014,9:08:04,LIFEBUOY HAND SANITIZER,BODY SOAP,1.0,37.0,37.0
4759,169096,8/1/2014,9:08:04,HARPIC FLUSHMATIC,FLOOR CLEANER,1.0,75.0,75.0
4760,169096,8/1/2014,9:08:04,KARACHI BISC,BISCUITS,1.0,40.0,40.0
4761,169097,8/1/2014,9:08:37,GILLETTE PRESTO POUCH,HAIR REMOVALS,2.0,18.0,36.0
4762,169098,8/1/2014,9:10:30,MINUTE MAID PULPY ORANGE,BEVERAGES,1.0,27.0,27.0
4763,169098,8/1/2014,9:10:30,EVEREST SHAHIBIRYANIMASALA,MASALA,1.0,48.0,48.0
4764,169098,8/1/2014,9:10:30,NESTLE MILKYBAR,CHOCOLATE,2.0,5.0,10.0
4765,169098,8/1/2014,9:10:30,NESTLE MILKYBAR,CHOCOLATE,1.0,10.0,10.0
4766,169098,8/1/2014,9:10:30,OREO BISCUITS,BISCUITS,1.0,10.0,10.0
4767,169098,8/1/2014,9:10:30,KURKURE 10/,SNACKS,1.0,10.0,10.0
4768,169098,8/1/2014,9:10:30,LAYS 10/   ,SNACKS,1.0,10.0,10.0
4769,169098,8/1/2014,9:10:30,DAIRY MILK  SHOTS,CHOCOLATE,1.0,10.0,10.0
4770,169099,8/1/2014,9:10:46,GOKURAPURAM ,POOJA ITEMS,1.0,75.0,75.0
4771,169100,8/1/2014,9:13:27,RED CHILLI 1,KITCHEN POWDERS,1.0,16.0,16.0
4772,169100,8/1/2014,9:13:27,ONIONS      ,ONIONS,1.0,25.0,25.0
4773,169101,8/1/2014,9:14:03,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
4774,169102,8/1/2014,9:14:52,BRITANNIA MILK ALMOND,BISCUITS,1.0,26.0,26.0
4775,169102,8/1/2014,9:14:52,JOHNSON BABY CREAM,BABY CARE,1.0,120.0,120.0
4776,169103,8/1/2014,9:16:06,STAYFREE SECURE 2 IN 1,SANITARY PADS,1.0,25.0,25.0
4777,169104,8/1/2014,9:17:34,SWARNA TAMARIND,DETERGENT,1.0,35.0,35.0
4778,169105,8/1/2014,9:18:48,SURF EXCEL BLUE,DETERGENT,1.0,68.0,68.0
4779,169105,8/1/2014,9:18:48,MILK 500ML  ,MILK,4.0,19.0,76.0
4780,169105,8/1/2014,9:18:48,AASIRVAAD ATTA,ATTA,2.0,44.0,88.0
4781,169105,8/1/2014,9:18:48,KAJU 100GMS ,DRY FRUITS,1.0,62.0,62.0
4782,169105,8/1/2014,9:18:48,DURGA GHEE 200 ML,MILK PRODUCTS,1.0,90.0,90.0
4783,169106,8/1/2014,9:21:39,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
4784,169107,8/1/2014,9:24:24,DABUR VATIKA ANTI DAN SH,BATTER,1.0,65.0,65.0
4785,169107,8/1/2014,9:24:24,DOSA RICE 1K,RICE,1.0,30.0,30.0
4786,169108,8/1/2014,9:27:52,SUNFEAST SPECIAL,CHOCOLATE,1.0,10.0,10.0
4787,169109,8/1/2014,9:28:03,MILK 500ML  ,MILK,5.0,19.0,95.0
4788,169110,8/1/2014,9:29:44,MILK 500ML  ,MILK,1.0,19.0,19.0
4789,169110,8/1/2014,9:29:44,JEERA 100G  ,SPICES,1.0,25.0,25.0
4790,169111,8/1/2014,9:31:57,ORBIT CHEWING GUM,CHOCOLATE,1.0,5.0,5.0
4791,169111,8/1/2014,9:31:57,KAMAL RICE POWDER,RICE,1.0,25.0,25.0
4792,169111,8/1/2014,9:31:57,MILK 500ML  ,MILK,1.0,19.0,19.0
4793,169111,8/1/2014,9:31:57,THUMS UP TIN,BEVERAGES,1.0,25.0,25.0
4794,169111,8/1/2014,9:31:57,LAYS 30/   ,SNACKS,1.0,30.0,30.0
4795,169111,8/1/2014,9:31:57,DURGA GHEE 100 ML,MILK PRODUCTS,1.0,44.0,44.0
4796,169112,8/1/2014,9:35:11,MILK 500ML  ,MILK,2.0,19.0,38.0
4797,169113,8/1/2014,9:37:53,MAAZA 200ML ,BEVERAGES,1.0,12.0,12.0
4798,169114,8/1/2014,9:39:58,BLACK HENNA ,HAIR CARE,1.0,75.0,75.0
4799,169115,8/1/2014,9:42:27,PAPER GLASSES,PLASTIC,26.0,1.0,26.0
4800,169115,8/1/2014,9:42:27,MILK 500ML  ,MILK,1.0,19.0,19.0
4801,169116,8/1/2014,9:42:36,BRITANNIA BUT & HON CREAM,BISCUITS,1.0,13.0,13.0
4802,169117,8/1/2014,9:48:49,VIM DROP LIQUID,DISH CLEANER,1.0,49.0,49.0
4803,169117,8/1/2014,9:48:49,COLIN PUMP 2,FLOOR CLEANER,1.0,43.0,43.0
4804,169117,8/1/2014,9:48:49,MISIRI BIG 2,SNACKS,4.0,15.0,60.0
4805,169118,8/1/2014,9:49:58,KURNOOL RICE,RICE,3.0,46.0,138.0
4806,169119,8/1/2014,9:50:34,HARPIC POWER CLEANER,FLOOR CLEANER,1.0,63.0,63.0
4807,169119,8/1/2014,9:50:34,BRU GREEN LABEL COFFEE,COFFEE,1.0,150.0,150.0
4808,169119,8/1/2014,9:50:34,SUGAR 1KG   ,SUGAR,1.0,38.0,38.0
4809,169119,8/1/2014,9:50:34,CHANA DALL 1,PULSES,1.0,62.0,62.0
4810,169119,8/1/2014,9:50:34,RAI BIG 100G,SPICES,1.0,12.0,12.0
4811,169120,8/1/2014,10:02:11,MILK 500ML  ,MILK,1.0,19.0,19.0
4812,169120,8/1/2014,10:02:11,TATA SALT 1K,SALT,1.0,17.0,17.0
4813,169121,8/1/2014,10:03:23,MILK 500ML  ,MILK,1.0,19.0,19.0
4814,169121,8/1/2014,10:03:23,KELLOGG`S BI,CEREAL,1.0,284.0,284.0
4815,169122,8/1/2014,10:06:19,EGG         ,EGG,13.0,4.5,58.5
4816,169122,8/1/2014,10:06:19,KURNOOL RICE,RICE,3.0,46.0,138.0
4817,169124,8/1/2014,10:18:34,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
4818,169125,8/1/2014,10:20:17,MILK 500ML  ,MILK,3.0,19.0,57.0
4819,169126,8/1/2014,10:24:32,IDEA CARD 1/,RECHARGE,100.0,1.0,100.0
4820,169127,8/1/2014,10:25:36,MISIRI BIG 2,SNACKS,2.0,15.0,30.0
4821,169127,8/1/2014,10:25:36,VIM DROP LIQUID,DISH CLEANER,1.0,20.0,20.0
4822,169127,8/1/2014,10:25:36,VIM DROP LIQUID,DISH CLEANER,1.0,49.0,49.0
4823,169128,8/1/2014,10:26:10,CADBURY 5 STAR,CHOCOLATE,2.0,10.0,20.0
4824,169128,8/1/2014,10:26:10,EVEREST KASURI METHI,SPICES,1.0,22.0,22.0
4825,169128,8/1/2014,10:26:10,KAMAL MEAL MAKER,COOKING ITEMS,1.0,22.0,22.0
4826,169129,8/1/2014,10:27:50,VICCO SKIN CREAM,BODY CARE,1.0,52.0,52.0
4827,169130,8/1/2014,10:33:36,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
4828,169130,8/1/2014,10:33:36,BRITANNIA SA,BISCUITS,1.0,26.0,26.0
4829,169131,8/1/2014,10:33:41,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
4830,169132,8/1/2014,10:33:57,JOHNSON BABY CREAM,BABY CARE,1.0,50.0,50.0
4831,169132,8/1/2014,10:33:57,VIM BAR 200G,DISH CLEANER,1.0,10.0,10.0
4832,169133,8/1/2014,10:34:43,VASELINE PETROLEUM JELLY,BODY CARE,1.0,27.0,27.0
4833,169133,8/1/2014,10:34:43,DABUR RED TOOTH PASTE,DENTAL CARE,1.0,17.0,17.0
4834,169133,8/1/2014,10:34:43,BRITANNIA BOURBON,BISCUITS,2.0,20.0,40.0
4835,169133,8/1/2014,10:34:43,5050 MASKA ,BISCUITS,1.0,20.0,20.0
4836,169134,8/1/2014,10:35:39,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
4837,169135,8/1/2014,10:36:48,ONIONS      ,ONIONS,1.5,25.0,37.5
4838,169135,8/1/2014,10:36:48,FEAST FRUIT N NUT,CHOCOLATE,2.0,30.0,60.0
4839,169135,8/1/2014,10:36:48,I D ROSE COO,BATTER,1.0,35.0,35.0
4840,169136,8/1/2014,10:45:49,SWARNA PACKET TAMARIND,DETERGENT,1.0,71.0,71.0
4841,169137,8/1/2014,10:49:36,AASHIRVAAD ATTA MULTIGRAINS1KG,ATTA,2.0,50.0,100.0
4842,169138,8/1/2014,10:52:00,DETTOL KITCH,HEALTH CARE,1.0,94.0,94.0
4843,169139,8/1/2014,10:55:11,EGG         ,EGG,12.0,4.5,54.0
4844,169139,8/1/2014,10:55:11,ONIONS      ,ONIONS,2.0,25.0,50.0
4845,169139,8/1/2014,10:55:11,KAMAL SALTED MURMURA,SNACKS,1.0,22.0,22.0
4846,169140,8/1/2014,10:57:42,GODREJ COLOUR SOFT,BODY CARE,1.0,140.0,140.0
4847,169141,8/1/2014,10:59:51,CADBURY PERK POPPERS,CHOCOLATE,4.0,10.0,40.0
4848,169141,8/1/2014,10:59:51,MILK 500ML  ,MILK,5.0,19.0,95.0
4849,169141,8/1/2014,10:59:51,BOOST 500G  ,ENERGY DRINKS,1.0,179.0,179.0
4850,169141,8/1/2014,10:59:51,VISAKHA COOKING BUTTER,MILK PRODUCTS,1.0,155.0,155.0
4851,169142,8/1/2014,11:01:32,MTR BADAM DRINK,DETERGENT,1.0,35.0,35.0
4852,169142,8/1/2014,11:01:32,MILK 500ML  ,MILK,1.0,19.0,19.0
4853,169142,8/1/2014,11:01:32,CHUDUVA 500G,SNACKS,1.0,22.0,22.0
4854,169143,8/1/2014,11:08:57,MILK 500ML  ,MILK,4.0,19.0,76.0
4855,169144,8/1/2014,11:09:23,THUMS UP TIN,BEVERAGES,1.0,25.0,25.0
4856,169145,8/1/2014,11:13:19,MILK 500ML  ,MILK,3.0,19.0,57.0
4857,169145,8/1/2014,11:13:19,KINLEY SODA 1.5 LTR,BEVERAGES,2.0,18.0,36.0
4858,169146,8/1/2014,11:14:05,MILK 500ML  ,MILK,5.0,19.0,95.0
4859,169147,8/1/2014,11:14:34,KAMAL NAMKEEN,SNACKS,1.0,17.0,17.0
4860,169147,8/1/2014,11:14:34,PARLE G 250G,BISCUITS,1.0,10.0,10.0
4861,169147,8/1/2014,11:14:34,SUNFEAST SPECIAL,CHOCOLATE,1.0,10.0,10.0
4862,169148,8/1/2014,11:15:28,GLUCOND 100,ENERGY DRINKS,1.0,20.0,20.0
4863,169149,8/1/2014,11:21:47,MILK 500ML  ,MILK,1.0,19.0,19.0
4864,169150,8/1/2014,11:26:25,MILK 500ML  ,MILK,2.0,19.0,38.0
4865,169151,8/1/2014,11:28:43,AASIRVAAD ATTA,ATTA,1.0,44.0,44.0
4866,169151,8/1/2014,11:28:43,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
4867,169152,8/1/2014,11:29:42,MILK 500ML  ,MILK,2.0,19.0,38.0
4868,169153,8/1/2014,11:33:25,MILK 500ML  ,MILK,4.0,19.0,76.0
4869,169153,8/1/2014,11:33:25,HARPIC POWER CLEANER,FLOOR CLEANER,2.0,63.0,126.0
4870,169154,8/1/2014,11:34:23,ACTIVE WHEEL,DETERGENT,1.0,27.0,27.0
4871,169154,8/1/2014,11:34:23,LIRIL SOAP 7,BODY SOAP,1.0,27.0,27.0
4872,169154,8/1/2014,11:34:23,DOVE SOAP 75,BODY SOAP,1.0,44.0,44.0
4873,169154,8/1/2014,11:34:23,PARK AVENUE A S LOTION,BODY CARE,1.0,40.0,40.0
4874,169154,8/1/2014,11:34:23,DETTOL LIQUID HAND WASH,HEALTH CARE,1.0,37.0,37.0
4875,169154,8/1/2014,11:34:23,CHINESE NOODLES,NOODLES,1.0,55.0,55.0
4876,169154,8/1/2014,11:34:23,TOOR DALL 1KG (NO-1),PULSES,1.0,84.0,84.0
4877,169155,8/1/2014,11:35:24,EGG         ,EGG,12.0,4.5,54.0
4878,169155,8/1/2014,11:35:24,B RAVA 500GM,RAVA,1.0,19.0,19.0
4879,169155,8/1/2014,11:35:24,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
4880,169155,8/1/2014,11:35:24,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
4881,169156,8/1/2014,11:50:07,AASHIRVAAD ATTA MULTIGRAINS1KG,ATTA,2.0,50.0,100.0
4882,169157,8/1/2014,11:50:44,MILK 500ML  ,MILK,1.0,19.0,19.0
4883,169157,8/1/2014,11:50:44,SUGAR 500GM ,SUGAR,1.0,19.0,19.0
4884,169157,8/1/2014,11:50:44,SOYA BEAN 20,PULSES,1.0,17.0,17.0
4885,169157,8/1/2014,11:50:44,BRITANNIA NUTRI CHOICE,BISCUITS,1.0,45.0,45.0
4886,169158,8/1/2014,11:57:30,BRITE COMBS BIG,COMB,1.0,55.0,55.0
4887,169159,8/1/2014,11:59:39,BOUTIQUE TIS,PARTY NEEDS,1.0,60.0,60.0
4888,169159,8/1/2014,11:59:39,BOUTIQUE TIS,PARTY NEEDS,1.0,50.0,50.0
4889,169160,8/1/2014,12:05:49,COPRA BLACK ,KITCHEN POWDERS,1.0,14.0,14.0
4890,169160,8/1/2014,12:05:49,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
4891,169160,8/1/2014,12:05:49,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
4892,169160,8/1/2014,12:05:49,JAGGRY 1P   ,JAGGERY,1.0,64.0,64.0
4893,169160,8/1/2014,12:05:49,AASIRVAAD SALT,SALT,1.0,16.0,16.0
4894,169161,8/1/2014,12:14:06,EGG         ,EGG,6.0,4.5,27.0
4895,169161,8/1/2014,12:14:06,CADBURY 5 STAR,CHOCOLATE,1.0,5.0,5.0
4896,169161,8/1/2014,12:14:06,BOILED RICE ,RICE,1.0,35.0,35.0
4897,169161,8/1/2014,12:14:06,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
4898,169162,8/1/2014,12:16:24,LIZOL FLOOR CLEANER 2 LTR,FLOOR CLEANER,1.0,62.0,62.0
4899,169162,8/1/2014,12:16:24,KAMAL NAMKEEN,SNACKS,1.0,15.0,15.0
4900,169162,8/1/2014,12:16:24,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
4901,169162,8/1/2014,12:16:24,KAMAL ANDHRA,OTHER,1.0,16.0,16.0
4902,169162,8/1/2014,12:16:24,MAAZA 200ML ,BEVERAGES,2.0,12.0,24.0
4903,169162,8/1/2014,12:16:24,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
4904,169163,8/1/2014,12:17:53,KAMAL RICE POWDER,RICE,1.0,25.0,25.0
4905,169163,8/1/2014,12:17:53,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
4906,169163,8/1/2014,12:17:53,NESTLE FRESH*N* NATURAL DAHI,CHOCOLATE,1.0,25.0,25.0
4907,169164,8/1/2014,12:20:46,MILK 500ML  ,MILK,6.0,19.0,114.0
4908,169165,8/1/2014,12:26:28,KAMAL RICE POWDER,RICE,1.0,25.0,25.0
4909,169165,8/1/2014,12:26:28,MALTOVA 500G,ENERGY DRINKS,1.0,173.0,173.0
4910,169165,8/1/2014,12:26:28,PRIYA GINGER GARLIC PASTE,KITCHEN PASTES,1.0,35.0,35.0
4911,169165,8/1/2014,12:26:28,PRIYA GINGER GARLIC PASTE,KITCHEN PASTES,1.0,18.0,18.0
4912,169165,8/1/2014,12:26:28,BRITANNIA MILK ALMOND,BISCUITS,2.0,26.0,52.0
4913,169165,8/1/2014,12:26:28,MAGGI CURRY ,NOODLES,3.0,15.0,45.0
4914,169165,8/1/2014,12:26:28,MTR GULAB JAMUN,INSTANT MIXES,1.0,45.0,45.0
4915,169165,8/1/2014,12:26:28,MOONG DALL 500G (NO.1),SNACKS,1.0,48.0,48.0
4916,169165,8/1/2014,12:26:28,TATA SALT 1K,SALT,1.0,17.0,17.0
4917,169165,8/1/2014,12:26:28,SNICKERS SINGLE,CHOCOLATE,2.0,30.0,60.0
4918,169165,8/1/2014,12:26:28,ODOMOS LOTION,INSECT REPELLENT,2.0,65.0,130.0
4919,169165,8/1/2014,12:26:28,BRITANNIA VITA MARIE GOLD,BISCUITS,1.0,18.0,18.0
4920,169165,8/1/2014,12:26:28,BRITANNIA BOURBON,BISCUITS,1.0,20.0,20.0
4921,169165,8/1/2014,12:26:28,BRITANNIA MILK ALMOND,BISCUITS,1.0,10.0,10.0
4922,169165,8/1/2014,12:26:28,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
4923,169165,8/1/2014,12:26:28,OREO BISKUIT,BISCUITS,1.0,30.0,30.0
4924,169165,8/1/2014,12:26:28,LAYS 30/   ,SNACKS,1.0,30.0,30.0
4925,169165,8/1/2014,12:26:28,KURKURE 20/,SNACKS,1.0,20.0,20.0
4926,169165,8/1/2014,12:26:28,MAAZA 500+10,BEVERAGES,1.0,35.0,35.0
4927,169165,8/1/2014,12:26:28,BRITANNIA BUT & HON CREAM,BISCUITS,3.0,13.0,39.0
4928,169165,8/1/2014,12:26:28,BAMBINO ROASTED VARMI 650G JAR,COOKING ITEMS,1.0,75.0,75.0
4929,169166,8/1/2014,12:27:14,EGG         ,EGG,12.0,4.5,54.0
4930,169167,8/1/2014,12:27:33,CADBURY DAIRY MILK,CHOCOLATE,1.0,5.0,5.0
4931,169167,8/1/2014,12:27:33,MILK 500ML  ,MILK,5.0,19.0,95.0
4932,169168,8/1/2014,12:28:37,CADBURY ECLAIRS,CHOCOLATE,2.0,1.0,2.0
4933,169168,8/1/2014,12:28:37,EGG         ,EGG,14.0,4.5,63.0
4934,169169,8/1/2014,12:31:07,MILK 500ML  ,MILK,2.0,19.0,38.0
4935,169169,8/1/2014,12:31:07,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
4936,169169,8/1/2014,12:31:07,VAMU 50G    ,SPICES,1.0,13.0,13.0
4937,169170,8/1/2014,12:31:30,BLACK SALT 1,SALT,1.0,10.0,10.0
4938,169170,8/1/2014,12:31:30,EVEREST DRY GINGER PDR,KITCHEN POWDERS,1.0,32.0,32.0
4939,169171,8/1/2014,12:32:32,KAMAL BISCUIT,BISCUITS,1.0,20.0,20.0
4940,169171,8/1/2014,12:32:32,RED LABLE TEA,TEA,1.0,90.0,90.0
4941,169172,8/1/2014,12:34:54,KLINOL ACID 1LTR PET,FLOOR CLEANER,1.0,30.0,30.0
4942,169172,8/1/2014,12:34:54,ACTIVE WHEEL,DETERGENT,1.0,29.0,29.0
4943,169173,8/1/2014,12:36:50,CARRY BAG   ,CARRY BAG,1.0,3.0,3.0
4944,169173,8/1/2014,12:36:50,MILK 500ML  ,MILK,5.0,19.0,95.0
